location_uid,city_id,city_name,region_code,zip_code,source_system,active_flag,longitude,latitude,geo_point
04186_04500,04186,ST LAURENT DU VERDON,93,04500,insee_communes_bocp_2025,true,6.0702,43.721,POINT(6.0702 43.721)
04187_04330,04187,ST LIONS,93,04330,insee_communes_bocp_2025,true,6.4045,43.978,POINT(6.4045 43.978)
04188_04300,04188,ST MAIME,93,04300,insee_communes_bocp_2025,true,5.7988,43.8981,POINT(5.7988 43.8981)
04189_04800,04189,ST MARTIN DE BROMES,93,04800,insee_communes_bocp_2025,true,5.9622,43.782,POINT(5.9622 43.782)
04190_04300,04190,ST MARTIN LES EAUX,93,04300,insee_communes_bocp_2025,true,5.7429,43.8693,POINT(5.7429 43.8693)
04191_04140,04191,ST MARTIN LES SEYNE,93,04140,insee_communes_bocp_2025,true,6.2527,44.3858,POINT(6.2527 44.3858)
04192_04870,04192,ST MICHEL L OBSERVATOIRE,93,04870,insee_communes_bocp_2025,true,5.7276,43.9135,POINT(5.7276 43.9135)
04192_04870,04192,ST MICHEL L OBSERVATOIRE,93,04870,insee_communes_bocp_2025,true,5.7276,43.9135,POINT(5.7276 43.9135)
04193_04530,04193,ST PAUL SUR UBAYE,93,04530,insee_communes_bocp_2025,true,6.8188,44.5647,POINT(6.8188 44.5647)
04194_06260,04194,ST PIERRE,93,06260,insee_communes_bocp_2025,true,6.922,43.9114,POINT(6.922 43.9114)
04195_04400,04195,ST PONS,93,04400,insee_communes_bocp_2025,true,6.6163,44.416,POINT(6.6163 44.416)
04197_04220,04197,STE TULLE,93,04220,insee_communes_bocp_2025,true,5.7662,43.7822,POINT(5.7662 43.7822)
04199_04200,04199,ST VINCENT SUR JABRON,93,04200,insee_communes_bocp_2025,true,5.7425,44.1674,POINT(5.7425 44.1674)
04200_04290,04200,SALIGNAC,93,04290,insee_communes_bocp_2025,true,5.9889,44.1546,POINT(5.9889 44.1546)
04201_04150,04201,SAUMANE,93,04150,insee_communes_bocp_2025,true,5.6808,44.0829,POINT(5.6808 44.0829)
04202_04320,04202,SAUSSES,93,04320,insee_communes_bocp_2025,true,6.7861,44.013,POINT(6.7861 44.013)
04203_04140,04203,SELONNET,93,04140,insee_communes_bocp_2025,true,6.299,44.3713,POINT(6.299 44.3713)
04204_04270,04204,SENEZ,93,04270,insee_communes_bocp_2025,true,6.3645,43.9229,POINT(6.3645 43.9229)
04204_04330,04204,SENEZ,93,04330,insee_communes_bocp_2025,true,6.3645,43.9229,POINT(6.3645 43.9229)
04205_04140,04205,SEYNE,93,04140,insee_communes_bocp_2025,true,6.3802,44.3435,POINT(6.3802 44.3435)
04206_04300,04206,SIGONCE,93,04300,insee_communes_bocp_2025,true,5.8505,44.0087,POINT(5.8505 44.0087)
04207_04200,04207,SIGOYER,93,04200,insee_communes_bocp_2025,true,5.9648,44.3231,POINT(5.9648 44.3231)
04208_04150,04208,SIMIANE LA ROTONDE,93,04150,insee_communes_bocp_2025,true,5.5659,44.0047,POINT(5.5659 44.0047)
04208_04150,04208,SIMIANE LA ROTONDE,93,04150,insee_communes_bocp_2025,true,5.5659,44.0047,POINT(5.5659 44.0047)
04208_04150,04208,SIMIANE LA ROTONDE,93,04150,insee_communes_bocp_2025,true,5.5659,44.0047,POINT(5.5659 44.0047)
04209_04200,04209,SISTERON,93,04200,insee_communes_bocp_2025,true,5.9276,44.1993,POINT(5.9276 44.1993)
04210_04120,04210,SOLEILHAS,93,04120,insee_communes_bocp_2025,true,6.6521,43.8611,POINT(6.6521 43.8611)
04211_04290,04211,SOURRIBES,93,04290,insee_communes_bocp_2025,true,6.0433,44.1582,POINT(6.0433 44.1582)
04214_04330,04214,TARTONNE,93,04330,insee_communes_bocp_2025,true,6.3798,44.0803,POINT(6.3798 44.0803)
